__label__Negative,  لارقابه تموينيه كافيه علي المطاعم واسعاره ويعني الرقابه الصحيحه قطع رزق عناصر التموين
__label__Negative,  لازم اتشيرو اسم المكان ليتم المحاسبه الفوريه مو نشر
__label__Negative,  لازم اداره المدرسه ماتسمح ومايصير خيار وفقوس سنه دراسيه
__label__Negative,  لازم الدكتور مايسقط حقه
__label__Negative,  لازم ترجع ماده العسكريه عالقليل الرقابه بالمدارس ويرجعو انسات العسكريه
__label__Negative,  لازم ترجع هيبه المدرس
__label__Negative,  لازم تروح هالفاتوره عالرقابه
__label__Negative,  لازم تصير مخالفه بكب زباله
__label__Negative,  لازم تنذكر اسماء هالمحلات
__label__Negative,  لازم تنضيف الحمامات بلسانن لمده عام كامل كمان
__label__Negative,  لازم عقوبتهم تنظيف المساجد سرفوها شطف وغسيل سحاد وفرك الاراضي لمده شهر والشهر بعدو يوم ركعه
__label__Negative,  لازم مخالفه رادعه بل الاف ومافوق الرجاء تطبييق
__label__Negative,  لايوجد ثقافه الصغر حتي المدرسه عندما المدرسين يطلبون ازاله الاوساخ الباحه نشعر بالسخط والانزعاج الثقافه مرتبطه بالنظافه طالما هناك عدم مسءليه ستبقي الاوساخ موجوده الشوراع
__label__Negative,  لباس عدم
__label__Negative,  لحد اكل الهوا اوفر خاصه بكون مبرر ههه
__label__Negative,  لطيف ستار الله يستر لا حول ولاقوه الا بالله شاءلله مايكون ضحايا
__label__Negative,  لعما تركو لطلاب الجامعه لا ولله طلاب الجامعه مسترين اكتر ولله ماصار فيون قليل راكدين عالجهل مو عالدراسي 🙄
__label__Negative,  لعمه معقول ياربي دخيلك صارت ناس بيت الله كمان السرقه
__label__Negative,  للاسف اصبح اغلب مدراء المدارس يعملون مدارس الخاصه ويريدوم الطلاب الذهاب اليها والتحكم بالعباد
__label__Negative,  للاسف اصبحت مكاتب الوزراء كالملاهي ولا تقوم بالمهام المخصصه
__label__Negative,  للاسف اغلب الابنيه والمحلات والورشات وجدت تفتقر الحد الادني مقومات السلامه والامان وبالاخص التمديدات الكهرباءيه الباليه والعشواءيه والفواصم والقواطع الكهرباءيه السيءه واهمال اعمال الصيانه وعدم تجهيز تلك الاماكن باجهزه حريق الاستفاده منها قبل يصبح الحريق خارج السيطره الله يلطف ويعوض ويحمي الجميع
__label__Negative,  للسرقه ولجيابن
__label__Negative,  لليوم وحياه المحبه ماسمعت غنيه كامله للمدعوه اليسا ياجماعه مافيني اسمع صوتها
__label__Negative,  لو الخبر صح تم ذكر الاسم والمكان حتي يعرفه القاصي والداني ولا يبقي لجهه المحاسبه حجه
__label__Negative,  لو المشكله مشكله اختناق لكانت ظهرت جميع المواقع الاخري ولكن قرار الحجب لخدمه الواتس قرار ليس مكانه المستخدمين يضطرون لاستخدام تطبيقات يتحول المسار سيرفرات دول اجنبيه وبالتالي تزداد ارباحها
__label__Negative,  لو المي الموجوده بنبع الحاج حسن يجمعوها ويضيفوها عالمشروع مابيبقي قريه عطشانه بريف القدموس شيء محزن عمتروح عالبحر والناس عطشانه
__label__Negative,  لو بتروح علي سفارات العالم كلها مرفوض وجرب وعد قول علي حق بالدرجه الاولي لانك عربي الا بقرار رب العالمين قدر ذلك
__label__Negative,  لو بتلتغي شرطه المرور ويتفرغوا لاعاده الاخلاق الفهم نفوس البشر الشرطه علي السواء التقيد بانظمه السير بيكون احسن
__label__Negative,  لو بيشتغلو بضمير المحصول الجزيره منطقه حوران سهول الغاب تكفي البلد فخر انواع الحبوب لدينا
__label__Negative,  لو بينقرض معن بيل غيتس كمان بكون افضل
__label__Negative,  لو تستخدموا الكاميرات بالصفوف والاداره تابع التدريس المدارس الخاصه تفرق كتير المدرس يدرس بضمير وبهيك حاله يستغنوا الطلاب الدروس الخصوصي
__label__Negative,  لو تشوفي شرطه المرور وضباط مرور مالو عارفين يمشو السير وقامت الدنيا ماقعدت
__label__Negative,  لو تموين لازم يشتكو شكله التموين نايم
__label__Negative,  لو ناس تحاسب ما ضرب الدكتور وزاره الصحه تشتغل شغلا ماكان صار مواقف قبل الحرب الناس تحلف بحياه الدكتور المريض قيمته قيمه المعاينه
__label__Negative,  لوقت ما تلاقو الخلل العطل بالعاميه بكون منتخب اكاديميه فارس الشام اخد كاس اسيا للرجال علي ادني حد خلييكن تدور عالخلل حطو الرجل المناسب بالمكان المناسب واكيد ليتغير للاحسن
__label__Negative,  ليره اجره نص يوم للمتقاعد لا حبيبي بوقف النهار حتي اقبض بجيب باكيت دخان ولا بدفع
__label__Negative,  ليلاقي حق خبزاتو لمواطن بعدين بيفكربسيارات
__label__Negative,  ما الاجراء اتخذه الوزير لا نريد اقوال نريد افعال فقط وفقط
__label__Negative,  ما بيخافو الله
__label__Negative,  ما تحاسبو يتسببو بموت الناس بسبب اهمال واخكاء وحاطين طلاب لساتون مو متخرجين
__label__Negative,  ما سالتو ردهفعل الشباب للطبيب سببها بالبلد صاير لازم تاخد حقك بايديك مافي قضاء عادل
__label__Negative,  ما عرفنا السبب تصرف مقرف مرافقه المريض لازم يتحاسبو
__label__Negative,  مابتفرج علين بنوب
__label__Negative,  مابدن يعملولن بناطلين مشقشقه كمان تكمل موضتن
__label__Negative,  مابيصير الكلام عبرالاعلام السوري الرسميانااقترح يتبني الموضوع الاعلامي نزارالفرا جعفر احمد شفافيه
__label__Negative,  مابيصير تعليم طبيعي وعادي وم حتي تلغي كلشي اسمو معهد خاص ودروس خصوصي وقتها بيصير اسمو مدارس وبيصير تعليم
__label__Negative,  مابيفهموا ضح عرض عالم
__label__Negative,  مات ولا الضرر مادي
__label__Negative,  ماحدا برد لاوزير ولا محافظ بدو الكرسي امن ومريح
__label__Negative,  ماخفي اعظم اعلام لتلميع صور المسءولين
__label__Negative,  ماديه الحمد لله فقط حاله اختناق الغاز لحقوها فورا
__label__Negative,  ماركات المعروفه عاملين قمصان كلاسيكيه يعني قماشهن مو منيح كمان موديلات مو خرج مدارس واغلب الناس معتره تشتري محلات
__label__Negative,  ماسكرو خط يخلصو يفتحوه يسكرو الثاني مفكرين حالن كوريا بلد اوروبي ساعات يحلو اكبر مشكله الشارع
__label__Negative,  ماشي اهم تمحورت وايلاء فهمنا مثقفين يعني الطلاب والمعلمين يخلص المنهج بكيير هي الايام الزايده حسبتوها لشووو وقصه الانصراف بعد الامتحان متنا ياافهمانين برمضان لتنفذوهاا تشوفو بدو ينظم وقتو بتموتووو
__label__Negative,  ماضل محل اتبخوشنا الابر
__label__Negative,  ماعم يدخل مهي واقتنع بهالاسعار انه دبت البركه هالاسعار غالي اغلي
__label__Negative,  ماعم يدعمو الحمضيات تكتب بالاراضيهءلاء اصحاب العقول الفارغه حكومه تجرب بالمواطن مو ساءله ما صار يصيرالمهم ارصدتهم بخير
__label__Negative,  ماعندي رفقات
__label__Negative,  ماغير راتب الموظف ليره
__label__Negative,  مافي جديدهي موديلات السنه راحت الله يجيرنا الجاي
__label__Negative,  مافي رقابه الطلاب مو رايحين يدرسوا عرض ازياء
__label__Negative,  ماقصروووفيه فشلي غلي نفسياتن
__label__Negative,  مالوفتي الحكومه بتعرف مصلحتنا الله يرضي لا تلبكن بطلباتك هدا بدال ما تروح تعمل ابريق شاي للشغيله تجبلن سندويش فلافل زلمه طبيعي
__label__Negative,  ماهر بلال مو قضاء الله وقدره
__label__Negative,  ماهي مهمتك ايها الناءب قبه المجلس النوم
__label__Negative,  مايحصرو الاستيراد باشخاص محددين يحتكرو الاسواق
__label__Negative,  مايدعموا زراعه الفليفله الخضرا بدل القمح
__label__Negative,  مايستروا
__label__Negative,  مبارح بعد ماخلصت السندويشه ضليت حامل الورقه نص ساعه وماشي وماكنت لاقي سله حاويه فكبيتا بالارض
__label__Negative,  متاملين بسيادتو الفيميه صار ضدنا كمان
__label__Negative,  متغيره ملامحها مدري عامله بوشا
__label__Negative,  متلقلتهاهيالزيا ره
__label__Negative,  مثل لباس عادي لا مبين لباس مدارس ولا مبين مدرسه الها احترامها خلص طلعو بجامات عادي واحشم ولون
__label__Negative,  مجرد حكي مافي ملموس
__label__Negative,  محمد ابوافراس شفتا شفتا تشجيع للناس ماعمتعمل مبادره ايجابيه بيتبروظ غيرها وبيعمل مبادره المشكله المهم ماعميذكروا اسماء الولاد ساعدوهمليش داءما منشوف نص الكاس الفاضي شعبنا داءما
__label__Negative,  مخلوقات بدا حلم الله لتصير بني ادم
__label__Negative,  مدارس الرقص والعقص
__label__Negative,  مدارس صفت مدارس والله وقت كنت درس كنت حس حالي قاعد بجنينه السبكي
__label__Negative,  مدراء المدارس لازمهم تغيير واقاله علي المعاس ليتركو احسن منهم ينولي امور الاداره لانهم لسي عقلهم العصر الحجري ومفكرين المدرسه ابوهم مو شقفه موظفين بكرا بيطلعو تقاعد بيصير حقهم فرنك مصدي
__label__Negative,  مدرسه والها قدره استيعاب محدده والاهل ماعم يعرفو بيتبعوا السيط انه المدرسه كذا مدرسين جيدين بيجو منطقه الها واصحاب المنطقه مابلاقوا محلات يحطو ولادهم قريب منهم بلاه فزلكتم بلاها
__label__Negative,  مدير التجاره الداخليه ياكد ارتفاع سعر الدولار والمركزي يقول اسعار وهميه لااساس نصدق التجاره ولا المركزي
__label__Negative,  مراحب يسعد هالمسا مراد ابوعلي لانكن بهايم بتتعاملوا بالترفيس
__label__Negative,  مراقبين الدوام ما سجلو غياب بعدين بدو يصير مو ظابطه بيدخل الموظف عالوظيفه الفين ليره وبيتقاعد وما موجود هذا الفساد الله وكيلك
__label__Negative,  مسءولين سبب فوضي بالبلد ودخلو سلاح علي بلد بمناصبهم وشعب فقير دفع الثمن
__label__Negative,  مستحييل هالشي مو طبيعي
__label__Negative,  مستغرب كوننا هذا الوقت لا نعرف السبب الحقيقي ونكتفي بطرح النظريات التي تفسر الامر اعتقد الموضوع علاقه بعدد ساعات النوم
__label__Negative,  مسخرهعميلغبو بالطلاب لعب الله لايسامحون
__label__Negative,  مشفي المجتهد مشهور بعدم اهتمام الكادر الطبي بالمرضي وخاصه الاسعافيه منها
__label__Negative,  مشكلتنا اختراع بنشوفو مره علي الفيس جريده تلفزيون وبعدها لانعلم عنه شيء يتبخر
__label__Negative,  مشكله
__label__Negative,  مشكله تخص طبيب هناك نقابه وقامون يحاسب المخطيء
__label__Negative,  مشووههااا هالمشكله
__label__Negative,  معذب حالك كاتب هالجريده مبلش المطاطه واصل لتنكه البنزين هي الليره السوريه هبطت لسابع ارض خلصت السيره الها داعي البسطه فردتها الزمن الجميل فما داعي الزمنين اضرب
__label__Negative,  معك حق العالم المرتاحين اصلا مابيمرضوا الا نادرا الفقير حتي الله ضده
__label__Negative,  معك حق وخاصه برنامج باسم سوريا مسخره الاخر بسبب عرض جانب هذا المجتمع فقط
__label__Negative,  معلوماتك غلط ادمن يوميات قذيفه هاون دمشق لانها تبعد دمشق فقط خمسين متر هي عرض المتحلق الجنوبي يفصل زملكا دمشق
__label__Negative,  مفهوم المسءوليه ببلدنا فيني استفيد المنصب علي الاصعده ولو بيفهمعا الكل اتهرب منها
__label__Negative,  مقال لا لزوم ولا يستاهل الرد لانه مبني تعصب جاهل ومقيه قبل كاتبه
__label__Negative,  مكتوب مبين عنوانو
__label__Negative,  ملعب سارقينها
__label__Negative,  ملك جمال سوريا العالم عبدالله الحاج اتفه علي نينك روح قلبك الشاوغما
__label__Negative,  مناظر الفخفخه بلاها
__label__Negative,  منيح ماقلعوك شحطوك ههه الاعلام السوري مابيكذب ههه مستحيل نصير بشر
__label__Negative,  مو الحق الحق وزير التربيه يطالع قرار ممنوع للمدارس منعا باتا والا الطالب بيتعاقب ومابيفوت المدرسه اسالله زمن بدله الفتوه الطلاب كلون بعضون ومحترمين صار الطالب يفكر بلبسو ابل دراستو حسبنا الله ونعم الوكيل
__label__Negative,  مو الك قصدي حناك عوجه
__label__Negative,  مو دفاااع خيي والله لا يضر بصحتو حط حالك محلن لا سمح الله وصار معك وسعفوك عاقرب مشفي وبالاسعاف ماحدا لتكش فيك وقتا اخوك ببقعدو يتفرجوا صح غلط طريقه الضرب حاله بيقفد الانسان وعيو وصايرا معنا هالحالات كتير ناسسس
__label__Negative,  مو مربي ببيت اهلو طبيعي يعمل بالطريق
__label__Negative,  ناس لشافهم عميضحكو بيكونو عميضحكو عخيبتهم الغلا لحريق يوم وعشباب راحو مابيعرف سوري يزعل بيضحك صحي اعملك فتله بادلب حلوه كتير
__label__Negative,  ناقصن لبنات 😕
__label__Negative,  نحتاج تغيير الوزراء كلهم بدون استثناء بل نطالب بذلك
__label__Negative,  نشالله بيركبولهم دنب
__label__Negative,  نشالله خالفوهن عنجدبيستاهلو المخالفهكتجار الغلاء مايكونو ناس بسيطين
__label__Negative,  نظام تعليمي ضاءع
__label__Negative,  نعم اكيد بعد الدوام دروس خصوصي يعني التعليم فاشل بالحكومي والخاصه
__label__Negative,  هءلاء دواعش الداخل
__label__Negative,  هالاعلان الذكي مو شايف دعايه علكه سهام شركه خيري كلاس واولاده اسم صاحب الشركه اهم بالاعلان سمنه شهد اوريس مبيض غسيلي اوركسترا كلمات وملحنين ومغنين وكليب نظامي وبنات ترقص 😂 😂 😂 اذكي ما بتصور الا بسكوته بركات والنص عجل ترقص 😭 😭
__label__Negative,  هالقمصان مو للمدرسه للموضه الحق علي المفروض متابعه
__label__Negative,  هالكلام ما بينفهم الا يشغل سيكاره ويقراه بتمعن فنجان قهوه
__label__Negative,  هالكلام يتم تنفيذه ولااهماله لتضيع الاختراعات ولاتجد يقدر دور اخترعها
__label__Negative,  هدا الحريق مدبر وشكرا
__label__Negative,  هدي عيزا كلام محرز ديما فور
__label__Negative,  هلء عرفت اسباب الازمه الجهل
__label__Negative,  هي بدله رقص شرقيمش بدله مدرسه حبيب
__label__Negative,  هي عادتو مابيقبل النقد ابدا ومابيحب يسمع مطالب الناس بيحب التصفيق
__label__Negative,  والمدرسات يجب متابعتهم ياوزاره النواحي التعليميه والتربويه الموجهات يتكلمون بكلام لاءع لطالبات اعدادي وعلي مسمع السكان المجاوره ياريت سياده الوزير تتابع هذا الموضوع لانه حساس بلنسبه للطالبات
__label__Negative,  وانشاء الله ما بضل خرب يهل البلد وباي اسلوب انشاء الله بنال جزاءو بانيا والاخره
__label__Negative,  وبقولوا جيل الله يجيرنا ازا تجار تسال علي الربح اكتر الستر فلا عتب علي الجيل والاحلي البنطلون موديل بوي فرند 🤡 صداع 🤕 🤕 🤕
__label__Negative,  وخود عشرشحه للمدرسين بين تصليح ومراقبه وتب بدون تقدير اسوا مهنه مهنه التديس ببلادنا
__label__Negative,  ورابطه خصرها رقص كمان
__label__Negative,  وضع غلاء الاسعار ناس عندها مدارس
__label__Negative,  وقفه الشغله اللباس عادي
__label__Negative,  ولا صيدليه تلتزم بتسعيره وخاصه الدوا الاجنبي فرق بين صيدليه مقابلها بساحه العباسين اكتر خمس الف بسعر
__label__Negative,  ولاك
__label__Negative,  ولسا المونه فهالشهر شهر المدارس والمونه يعني شهر الديون عالمواطن مولازم يعيد
__label__Negative,  وما اكثر الاطباء السفله واتباعهم
__label__Negative,  وماخفي اعظم
__label__Negative,  وماخفي الاعظم هدووول والمواطن لازم ينذل بلقمه الخبز
__label__Negative,  وماخفي الاعظمبس ميكون وزير الماليه
__label__Negative,  ونعم الموديلات ولله وزاره التربيه التعليم رضيانه عهيك صيحات موضه للمدرسه
__label__Negative,  ياحرام عحارات شام القديمه
__label__Negative,  يجب التشدد وانزال اقصي العقوبات بالمقصرين بموضوع النظافه
__label__Negative,  يجب السماح باستيراد السيارات المستعمله بشكل بسيط ممكن تنخفض اسعار السيارات
__label__Negative,  يجب تفعيل خاصيه البني ادم بالناس فقط
__label__Negative,  يجب محاكمتهم وتوضيح الحقيقه
__label__Negative,  يسقله
__label__Negative,  يعني بتعرف شركات الاعلانات لهلق تحاول تفهم اعلان سمنه شهد وماقدرو
__label__Negative,  يوم صار لمدارس موضا ما عاد مدارس
__label__Negative,  ł ł الفساد موجود ولكن هناك خيرات وفائضه هذا قبل فلماذا لم نكن نشعر بشيئ اما بعد الحريه لم نعد نشاهد سوى تحرر الاسعار وتحرر شياطين الانس التي استحلت القتل وقطع الرؤوس وطبعا اثرياء الحرب الجدد ولكن الحصار التخريب حصل اثر بوضوح
__label__Negative,  اااخ عايامك
__label__Negative,  اااخ مااشوفكن قدامي لعبك طميمه عالمظبوط
__label__Negative,  ااخ
__label__Negative,  ااخخخ اكلت شقفه 🥺 🥺 🥺
__label__Negative,  ااوف
__label__Negative,  ابداا
__label__Negative,  ابدعو وتعو شيلو الانقاض القرابيص
__label__Negative,  ابريزو قواتكم امام يحتل ارضكم سبته ومليله
__label__Negative,  ابشع برامج قنواتنا الصادقه صاحبه الشفافيه بتحكي وجع المواطن اتفه صفحات بتحكي شكاوي المواطن حقكن فرنك نقطه السطر
__label__Negative,  ابعدوا اللصوص والحراميه جيوب الناس المعترين يعني يكفي يكفي
__label__Negative,  ابلعو ولاك ياالله عاللوبي
__label__Negative,  ابن ادم غدار
__label__Negative,  ابن الشرموطه مانا مرتفعه يعني الدكاتره يشحدو بالشوارع ابن القحبه
__label__Negative,  ابنائنا ابعيد بخير ياكلب سوريا
__label__Negative,  ابواحمد لا يصلح رايس ليسا وعود ولاعهود
__label__Negative,  اتروح تخطب الوحده ايصير قصر اوسياره اوذهب ومقد وامءخر ملايين واني طفران ماعندي افرنك
__label__Negative,  اتقوا الله بالغلابا والمساكين والفقراء اين ياتون بالمال لسا ما عمروا قصور اعطوهن
__label__Negative,  اتقي شر احسنت اليه
__label__Negative,  اتمنا محرز يغادر سيتي غوارديولا عنصري ولايحب الافريقا
__label__Negative,  اتمنى مديريه النظافه تنظيف الحديقه ونهايه طريق مشروع الزراعه جهه الريجه اصبحت تلك الارصفه مكب للنفايات واستغرب عدم وجود مراقب للمنطقه وشكرا
__label__Negative,  احتارت بدا تئلد الظاهر ماعندا بطاقه ذكيه تشغل حالا وتوئف الدور
__label__Negative,  احترامي الاطباء اصبحت تجاره يقترح ويتفهمن عايش كوكب لازم تقترح تخفيضها وبالله عندك الجرئه تقلنا مدخولك الشهري وبصدق
__label__Negative,  احزرو اخوانى فى تعليقك لحوم العلماء مسمومه
__label__Negative,  احسن ماتتعفش
__label__Negative,  احسن مايتعفشو
__label__Negative,  احسن نظام لصوص معامل حلب ماخليتو عفرين سرقتم
__label__Negative,  احمدو الله انكم لحقتو طالعو غراضكم البشر طلعت برواحها دون كاسه شاي
__label__Negative,  احنا لم ناتي بسيره صلاح صحافه الفتنه
__label__Negative,  اخ اخ العمر كله ظلم وقهروغربه وفقدان الاحباب
__label__Negative,  اخ اخ يارب
__label__Negative,  اخ ياحقير تشجع الناس يروحو عالمطار يغلا سعرهن بدك ياهن يسافرو وتخلص 😏
__label__Negative,  اخاف شروط تعجيزيه
__label__Negative,  اخبار بايخه جيب مفيد حفظنا موشحات لكورونا 🙄
__label__Negative,  اخبار تافهه فارغه تفتح ساقيها تظهر مناطق حساسه وعلاااك مصدي زمن الصعاليك والتافهين
__label__Negative,  اخبارك كلها عالم تاني
__label__Negative,  اخبارك كلها كذب
__label__Negative,  اخبث دوله فرنسا
__label__Negative,  اخت الجهتين اخت صفحه
__label__Negative,  اختلاف الاصدقاء شماته الاعداء اختلاف الاخوه فرصه للمتربصين اختلاف اصحاب الحق فرصه للمبطلين مشكله الحرب بالدات انها لا تترك احدا غلبا احدا مغلوبا بل تترك فقط جتتا ميته
__label__Negative,  اخخخ ببو عيني خاربين سهل بهل نص قرش
__label__Negative,  اخرتك القرده
__label__Negative,  اخي صرنا مشتكين للمكتب الصحفي الف مره ونبعت الصور قبو العواميه الجسر والنهر مليان زباله ريحه الجثث بتموت والنهر سكر الزباله افتح ميزه ارسال الصور لابعت الصور الك حاج تكذبوا عالعالم وتقولوا مافي زباله نضف وتحطوا صوره تنظفوا خلي التلفزيون يجي الشام يصور شاطرين تنظفوا بمكان وتحطوا صور عا اساس تشتغلو 😡 😡 😡 😡
__label__Negative,  ادمن ادى عمرك انته دبر الخبزات وبعدين حكي البيض
__label__Negative,  اذى وتخريب بصير قبل الاولاد خلوها مسكره احسن والله
__label__Negative,  ارحلوا بذل
__label__Negative,  ارحم نفسك كباري
__label__Negative,  ارحمونااا وافتحوهااا ابو الزندين ووو
__label__Negative,  اردوغان خان الدين وباع المسلمين
__label__Negative,  اردوغان لص سارق حرامي بواغ وطاغيه ومجرم
__label__Negative,  ارض احتلها ورفض الخروج منها بحجه بيته الاستيطاني يقع
__label__Negative,  ارض التضادات بيع الحكي الصمود
__label__Negative,  ارضي متاخمه للحراج بمنطقه مشقيتا الله وكيلكم المتور مافيه يدخل باعتين الاليات الثقيله الدني ظبطوا طرقات اراضي البشر بالاول
__label__Negative,  ارفعو راتب الموظف ضعف مهتمين كتير بالعدل والاحسان ويادوبو يكفي المواطن المعتر
__label__Negative,  ارفعو رواتب الاطباء المقيمين بالاختصاص عيب الف ما تكفي مصروف اسبوع
__label__Negative,  ارمنيا بلد كلها حريم مش حروب لو رجال ما استسلمو
__label__Negative,  ارمنيون دنسوا مساجد
__label__Negative,  ارهاب يمينى متطرف ما قالوش ارهاب مسيحى زى ما بيقولوا ارهاب اسلامى
__label__Negative,  اريح ما يعيش بالهم والغم ويدور لقمه الاكل
